attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,class
L,L,L,L,H,VL,M,H,H,VH,VH,L,VH,H,L,H,L,M,L,VL,M,class_2
L,VH,VH,VH,M,H,M,M,VH,H,L,M,M,H,VL,M,M,VL,VL,L,H,class_1
H,M,M,L,M,H,L,L,VL,VL,L,VL,M,L,M,H,H,H,M,VH,VL,class_0
L,H,L,M,M,VL,L,L,L,VL,VL,VH,M,H,H,H,M,VH,VH,VL,L,class_0
M,M,H,VH,VH,VH,VH,VH,VH,L,L,VL,VL,VL,L,VL,L,L,VL,H,VH,class_1
VL,L,H,VL,VL,M,VL,M,VL,H,VL,VH,M,VH,H,VH,H,VH,VH,H,VL,class_2
VL,VH,H,H,H,H,M,VH,H,VH,VH,VL,H,VL,L,L,VL,VL,VL,VL,H,class_1
L,VL,M,M,VL,H,H,H,M,M,VH,VH,VH,H,L,VL,VL,L,VL,VL,M,class_1
VH,VH,VH,VL,L,H,M,H,VH,H,H,L,VL,VL,VL,L,L,VL,M,H,H,class_1
VH,VH,VL,H,L,VL,VL,VL,VL,L,VL,VH,M,H,VH,VH,VH,VH,L,VH,H,class_0
H,H,VH,M,M,H,M,M,L,L,M,VL,L,M,H,VH,VH,VH,VH,M,VH,class_0
VL,VL,M,M,M,L,M,VL,M,H,VH,VH,VH,H,M,H,L,VH,VL,M,H,class_2
M,M,H,L,VL,VL,L,VL,VL,L,VH,VH,VH,H,H,H,VL,M,M,H,M,class_2
H,H,L,VL,L,L,L,VL,VL,L,VL,H,L,VH,VH,VH,VH,VH,VH,H,VL,class_2
VH,VL,L,M,H,VH,M,VH,VH,H,H,VH,L,VL,VL,VL,L,VL,L,H,H,class_1
H,H,VL,M,VL,M,H,H,M,VH,VH,H,VL,L,VL,VL,VL,L,H,H,L,class_1
M,L,L,M,H,H,M,VH,M,M,VH,VH,M,VL,VL,VL,L,M,L,VL,H,class_1
M,VL,M,M,H,VL,L,M,VL,VL,VL,VL,H,VH,VH,VH,VH,H,H,VH,L,class_0
L,VH,VH,VH,VH,VH,H,VH,H,L,M,M,VL,VL,VL,L,VL,VL,M,H,VL,class_1
H,H,L,VL,L,VL,M,L,M,M,H,VH,M,M,H,H,H,H,M,M,VL,class_2
H,L,VL,L,L,H,M,H,M,VH,VH,H,L,M,VL,VL,VL,VL,M,VL,M,class_1
L,M,VL,VH,H,VH,H,M,M,L,M,L,M,VL,H,H,M,H,M,M,M,class_0
VL,VH,VH,H,H,VH,M,M,M,VL,L,L,VL,L,L,H,M,M,VH,H,L,class_0
VL,M,L,VH,H,M,L,M,VL,L,VL,L,L,L,H,H,M,M,H,L,VL,class_0
L,M,M,VL,VL,VL,L,VL,VL,L,L,H,H,VH,H,H,H,VH,VH,VH,VL,class_2
M,L,L,L,M,M,L,VL,VL,H,M,H,H,H,H,H,H,VH,H,H,M,class_2
VH,VH,M,VL,L,H,M,VH,M,M,VH,H,VL,VL,L,L,M,VL,VL,M,VH,class_1
VL,H,M,H,L,H,L,L,H,L,L,L,VL,M,H,M,L,VH,M,L,L,class_0
M,L,VH,H,M,M,VH,VH,VH,VH,M,L,VL,VL,VL,VL,H,VL,L,H,H,class_1
VH,VL,VL,VL,L,VL,L,L,H,VH,VH,M,H,M,M,VL,H,M,VL,H,M,class_2
M,VL,VL,H,M,M,L,L,M,L,VH,H,M,H,L,VH,H,H,L,VL,H,class_2
H,H,VL,VL,M,L,L,VL,L,L,VL,M,VH,H,VH,VH,VH,H,VH,L,M,class_2
VL,VL,H,VH,VH,VH,VH,VH,H,H,VL,VL,VL,VL,VL,VL,M,M,VH,VL,M,class_0
M,H,M,H,H,M,VH,H,VH,L,H,VL,M,VL,L,VL,M,L,VL,VL,VH,class_1
VL,VH,VL,M,M,L,L,VL,L,VL,VL,H,M,VH,VH,VH,VH,M,VH,H,VH,class_0
VH,VH,M,L,VL,H,L,H,VH,VH,VH,M,H,VH,M,L,VL,L,H,L,VL,class_2
VL,L,VL,M,VL,VL,L,VL,VL,VL,M,VL,H,VH,VH,VH,H,H,L,L,M,class_2
H,L,VH,L,L,L,VL,L,VL,VL,M,L,H,M,H,VH,VH,H,VH,M,H,class_0
VH,M,VL,L,VL,VL,VL,VL,L,L,M,M,H,H,VH,VH,VH,VH,M,M,M,class_2
M,M,L,VL,VL,H,L,L,VH,H,H,H,VH,L,VH,M,M,H,VH,VL,M,class_2
VL,VL,VL,L,L,VL,L,L,L,VL,H,VH,M,H,VH,VH,H,VH,H,VH,H,class_2
M,L,H,H,VH,VH,VH,VH,H,M,VL,L,VL,VL,VL,M,L,L,L,L,VH,class_0
M,VH,M,M,M,H,H,M,VH,VH,L,H,L,VL,VL,M,VL,M,VL,VH,VH,class_1
M,M,L,H,VH,VH,VH,VH,VH,VL,VL,L,VL,L,L,VL,L,L,L,VL,H,class_0
VH,M,H,H,H,L,M,H,L,L,L,M,L,H,M,VH,H,VH,L,L,H,class_0
M,VH,L,VH,VH,VH,VH,VH,H,M,L,VL,VL,VL,VL,L,M,M,M,L,VH,class_1
L,H,M,VH,M,L,VL,L,L,H,M,H,VH,H,VH,VH,M,L,H,H,M,class_2
H,VH,M,L,L,M,L,H,M,VH,H,VH,L,M,M,L,VL,L,L,H,M,class_1
L,VL,L,VL,VL,VL,VL,M,L,H,VH,H,H,H,M,H,H,M,L,M,VH,class_2
H,L,H,VH,VH,H,VH,H,M,H,M,H,VL,L,VL,L,M,VL,M,VH,L,class_1
VH,VL,M,M,M,M,L,M,VH,VH,VH,VH,H,M,VL,VL,VL,VL,VL,M,VL,class_1
VL,H,M,H,L,M,M,M,L,VH,H,VH,H,M,M,VL,H,H,L,L,H,class_2
H,L,M,L,H,VL,H,H,H,VH,VH,H,H,M,L,L,M,VL,H,VL,VH,class_1
H,H,L,H,VH,H,VH,H,M,M,L,VL,L,H,M,VL,L,M,L,VL,L,class_0
M,VL,M,M,H,M,H,M,H,M,H,M,VL,VL,M,M,VL,VL,VL,L,M,class_1
M,H,VH,VH,VH,VH,VH,H,H,M,VL,VL,VL,VL,L,L,VL,L,VL,L,VL,class_1
VH,VL,L,VL,VL,VL,VL,VL,VL,VL,M,VL,M,VH,VH,VH,H,VH,VH,H,L,class_2
VL,L,VH,VH,VH,M,VH,VH,VH,L,L,VL,L,VL,VL,VL,VL,VL,M,L,H,class_0
H,H,M,H,L,H,L,L,M,H,VH,VH,H,VH,L,M,M,L,M,H,L,class_2
L,VL,L,VL,VL,M,L,VL,M,VH,H,L,VH,H,H,M,L,H,VH,VL,H,class_2
L,VH,VH,VH,VH,VH,H,VH,M,M,VL,VL,VL,L,VL,VL,M,L,H,L,VL,class_0
M,M,VH,VH,M,VH,VH,VH,H,L,M,L,VL,VL,VL,VL,M,L,H,VL,VH,class_0
H,VH,L,VH,H,H,VH,M,L,VL,L,M,VL,M,M,H,H,M,VH,M,M,class_0
M,M,L,H,VH,VH,M,H,H,H,H,VL,VL,L,VL,VL,L,VL,M,VL,H,class_1
M,VL,VL,H,VL,VL,M,H,VH,VH,H,VH,H,M,L,M,VL,VL,L,H,L,class_1
L,VH,VL,VL,VL,VL,H,M,L,VH,VH,VH,M,H,H,M,M,M,L,VL,VH,class_2
VH,H,M,M,VL,VL,VL,VL,VL,L,L,H,H,H,VH,H,VH,H,M,H,VH,class_2
L,L,VH,VH,VH,H,VH,VH,VL,L,L,M,VL,M,M,L,H,L,VH,L,M,class_0
L,VH,M,L,L,VL,M,L,H,H,H,M,VH,VH,M,M,H,L,M,M,M,class_2
M,M,H,M,VL,M,H,L,H,VH,H,VH,VH,M,H,L,M,L,VH,H,L,class_2
H,H,VH,VH,VL,M,M,M,L,VL,VL,M,M,H,VH,VH,VH,VH,H,L,VH,class_0
L,M,H,VL,VL,L,VL,H,VL,VL,H,H,VH,VH,VH,H,M,L,L,VH,VH,class_2
VL,VH,H,VH,VH,VH,H,VH,VH,M,H,L,VL,VL,VL,L,L,L,L,VL,VL,class_1
H,M,M,L,H,L,VL,VL,VL,VL,VL,L,L,VH,VH,VH,H,M,VH,VH,L,class_0
VL,M,M,H,M,M,H,M,L,VL,L,VL,H,H,VH,M,H,VH,H,L,M,class_0
VH,L,L,M,L,VL,VL,VL,VL,VL,M,VL,M,VH,VH,VH,VH,H,VH,H,VH,class_2
L,L,L,L,H,H,H,VH,VH,M,M,VL,L,L,VL,VL,L,L,M,L,VL,class_1
L,VL,M,H,M,L,M,VL,L,VL,L,M,M,VH,VH,VH,VH,VH,VH,VH,VL,class_0
VH,L,H,VH,H,H,M,L,VL,M,M,VL,L,M,M,M,H,M,H,VL,VL,class_0
L,M,M,VL,H,VL,M,L,VL,M,H,H,H,VH,VH,H,VH,H,H,H,L,class_2
H,VH,VH,VH,VH,H,VH,VH,VH,H,VL,L,VL,VL,M,VL,L,L,M,H,H,class_1
M,VL,H,L,L,VL,VL,L,H,H,H,L,VH,VH,H,H,M,H,VL,VL,VH,class_2
VL,M,VL,VL,M,L,L,L,L,M,VH,H,H,H,VH,VH,M,M,M,L,VL,class_2
M,VL,VL,VL,L,VL,VL,VL,VL,VL,L,M,H,VH,VH,H,VH,VH,VH,H,VL,class_2
VH,M,L,VL,VL,L,L,VL,VL,M,L,M,H,VH,VH,VH,VH,M,VL,M,VH,class_2
VL,VL,M,L,H,M,L,VL,VL,VL,VL,M,VH,VH,H,H,VH,H,VH,H,L,class_0
L,H,VH,M,VH,VH,VH,H,H,H,M,VL,L,VL,L,M,VL,M,VL,H,L,class_1
H,VH,M,L,VL,H,L,H,VH,VH,VH,M,VH,H,VL,M,VL,VL,VL,H,M,class_2
VL,VH,M,H,H,H,M,L,VL,VL,VL,L,M,M,H,M,H,VH,L,M,H,class_0
VH,VL,M,L,L,L,VL,VL,VL,L,VL,L,H,H,VH,H,VH,H,H,M,L,class_0
M,L,H,VH,M,VH,VH,H,M,VL,M,L,L,L,VL,VL,VL,VL,VH,H,VH,class_1
L,H,H,L,VH,M,VH,L,M,L,H,H,M,VL,VL,VL,H,VL,VH,M,L,class_1
L,VH,M,M,M,L,H,H,VL,L,VL,M,L,L,L,L,M,M,M,L,M,class_0
L,M,M,VH,VH,VH,VH,M,M,M,VL,VL,VL,VL,VL,VL,H,L,VL,H,L,class_0
H,L,VH,VH,M,M,L,M,VL,M,L,M,VH,H,H,H,VH,VH,H,VL,VH,class_0
VH,VH,L,M,M,M,VL,VL,L,VL,L,L,H,L,H,VH,VH,H,H,VH,VH,class_0
VH,VH,M,H,H,H,L,VH,M,L,M,L,M,L,M,H,VH,VH,M,H,H,class_0
M,VL,M,L,M,VL,L,VL,L,M,H,VL,M,H,VH,H,H,M,M,VH,M,class_2
H,L,VL,VL,L,M,M,H,VH,L,VH,VH,H,M,L,L,VL,L,VL,VL,M,class_1
M,H,L,VH,VH,M,H,VH,H,VH,L,L,VL,VL,VL,M,L,VL,M,L,VH,class_1
M,VL,H,H,L,H,VH,VH,M,H,H,H,M,L,M,VL,VL,H,M,M,L,class_1
M,M,H,M,VL,L,M,M,H,VH,VH,VH,VH,L,M,VL,VL,VL,M,VH,L,class_2
M,L,L,VH,M,H,M,L,L,M,L,M,H,M,VH,H,H,VH,H,VH,H,class_0
H,M,L,VL,VL,L,VL,L,VL,H,H,M,VH,H,VH,VH,M,M,M,VH,L,class_2
M,VL,M,M,VL,VL,VL,VL,VL,L,M,M,VH,VH,VH,VH,VH,VH,M,M,L,class_0
VL,M,L,L,L,L,L,VL,H,L,VH,H,H,H,L,H,L,VL,VL,VH,H,class_2
H,VL,M,VL,L,VL,L,VL,L,VL,M,M,VH,VH,VH,H,VH,VH,VL,H,M,class_2
VL,M,VH,M,L,H,H,M,M,H,VH,H,M,M,M,L,M,L,L,VH,M,class_1
M,H,L,L,H,L,L,VH,VH,VH,VH,L,VH,M,M,L,M,M,M,H,VH,class_1
VH,M,L,VL,L,VL,VL,VL,L,M,L,L,M,VH,VH,VH,VH,H,VH,M,L,class_2
M,H,L,H,L,VL,VL,VL,VL,L,L,M,VH,VH,VH,H,VH,H,M,M,VH,class_2
H,VL,VH,H,H,VH,H,H,L,VL,VL,L,VL,M,M,L,H,VH,VH,L,M,class_0
VH,L,M,M,VL,VL,VL,VL,VL,L,H,M,VH,VH,VH,VH,VH,VH,M,VH,VH,class_2
L,H,L,VL,VL,VL,VL,M,H,VH,VH,M,VH,L,VL,H,L,VL,L,VL,VH,class_1
L,VL,VL,VL,VL,L,VL,M,M,H,H,H,VH,VL,L,M,VL,H,M,M,H,class_2
VL,M,M,M,H,VH,VH,VH,VH,L,L,VL,VL,L,VL,VL,M,VL,M,VH,VH,class_0
VH,L,M,M,L,M,H,M,L,VL,VL,L,L,H,H,H,VH,M,VH,H,L,class_0
M,VL,VL,H,L,VL,VL,VL,L,VL,VL,M,M,H,VH,VH,VH,VH,H,VH,L,class_2
H,VL,VH,M,H,H,M,M,M,H,L,L,L,H,M,M,H,M,H,M,H,class_0
H,H,L,L,M,L,L,L,VH,VH,VH,VH,H,L,H,M,M,L,VL,VL,L,class_2
H,VL,VL,L,VL,VL,VL,L,M,VH,VH,H,H,H,H,M,H,L,H,VL,L,class_2
VL,H,VL,VH,VH,VH,VH,M,VH,M,VL,M,VL,VL,VL,VL,VL,L,M,M,VH,class_1
H,M,VL,VH,M,H,VH,VH,H,H,L,L,VL,L,VL,L,VL,M,VL,L,M,class_1
L,H,VL,M,L,M,M,M,VH,VH,H,H,H,M,L,VL,VL,L,VL,M,M,class_1
VH,M,VH,VH,VH,H,VH,VH,VH,M,H,VL,VL,VL,VL,L,M,M,M,M,VH,class_1
VL,VL,H,H,L,M,VL,VL,VL,L,M,VH,M,M,VH,H,VH,VH,H,L,VH,class_0
VH,H,VH,M,VH,VH,VH,H,VH,VH,H,L,L,VL,VL,VL,VL,VL,L,H,L,class_1
L,M,VL,L,VL,VL,VL,L,VL,M,L,M,M,VH,H,H,H,VH,H,M,H,class_2
VL,L,VH,VL,M,H,VL,VL,M,VH,VH,VH,VH,M,M,L,VL,VL,VL,VL,VH,class_1
L,VL,VH,M,H,VL,L,L,L,VL,M,L,H,H,H,H,VH,H,VH,VH,L,class_0
VH,VL,VL,M,M,M,L,L,H,VH,VH,VH,VH,M,L,M,L,L,VL,H,VL,class_2
H,VL,H,L,VL,L,H,H,H,VH,VH,H,H,H,H,VL,L,H,VL,VL,L,class_1
VL,M,VL,M,L,L,VL,L,H,VL,L,M,VH,H,VH,VH,VH,M,H,H,VH,class_2
VL,M,H,L,M,H,M,M,VH,M,M,H,VL,VL,L,VL,VL,VL,L,VH,L,class_1
VL,H,M,H,M,M,M,H,H,H,VH,VH,M,L,L,M,L,M,VL,L,VH,class_1
L,VH,VH,VH,VH,VH,VH,VH,VH,M,M,L,L,VL,L,L,L,H,M,M,VL,class_0
L,H,VL,L,L,VL,L,L,M,M,H,M,M,H,H,L,M,VL,L,VH,H,class_2
M,H,H,M,H,L,L,H,L,H,H,VH,VL,M,L,L,L,L,M,VL,VL,class_1
VH,L,L,L,VL,L,M,VH,VH,VH,H,VH,H,M,M,M,L,VL,H,M,L,class_1
H,H,VL,L,L,L,VL,L,L,H,M,M,VH,H,H,H,VH,H,H,M,M,class_2
L,VH,VL,H,M,VL,L,VL,L,VL,VL,VL,M,M,H,VH,VH,M,H,M,VH,class_0
L,VH,VL,VL,VL,VL,M,VL,VL,H,H,H,VH,VH,VH,VH,VH,VH,VH,VH,L,class_2
H,VL,VH,VH,VH,VH,H,VH,VH,H,H,M,L,VL,VL,VL,L,VL,VL,L,L,class_1
M,H,M,VH,VH,VH,VH,H,H,M,VL,L,VL,M,L,L,VL,H,VL,VL,H,class_1
VH,VL,L,VL,VL,VL,VL,L,M,H,VH,VH,H,VH,M,M,M,M,VL,L,VH,class_2
VH,M,VH,VH,H,VH,VH,L,L,L,M,VL,L,L,H,L,M,H,H,H,M,class_0
VL,VH,VH,VH,M,VH,VH,VH,M,H,H,VL,L,VL,VL,L,VL,L,H,M,L,class_1
M,VH,H,H,VL,M,L,VL,H,VH,VH,VH,H,H,L,M,VL,M,L,L,M,class_2
L,H,VH,VH,VH,H,VH,VH,H,H,H,M,VL,L,L,VL,H,VL,L,M,H,class_1
L,M,H,VH,VH,H,VH,VH,L,M,VL,L,VL,VL,M,VL,M,VL,VL,VL,H,class_0
VH,H,M,M,H,L,M,VH,VH,H,H,M,VL,VL,VL,M,L,M,M,M,VL,class_1
H,VH,VH,H,VH,VH,VH,VH,H,M,VL,VL,L,VL,VL,VL,H,VL,VL,VL,VL,class_1
VL,L,L,L,VL,M,VL,H,L,L,VH,VH,VH,VH,H,H,H,L,L,VH,L,class_2
L,VL,H,L,L,M,VL,L,VL,VL,M,M,L,H,VH,VH,VH,VH,H,H,M,class_0
L,H,VL,H,VH,L,L,VL,L,VL,M,VL,M,H,H,H,H,VH,H,H,VH,class_0
VL,VL,VH,L,M,VL,H,VH,VH,VH,H,H,VL,VL,L,L,VL,L,L,VL,VH,class_1
VH,L,VH,H,H,VH,H,M,VH,M,H,M,VL,VL,L,L,VL,VL,M,VL,L,class_1
VH,VH,VH,VH,VH,VH,VH,H,H,H,M,VL,VL,VL,VL,L,VL,VL,H,VH,H,class_0
M,VH,L,VL,VL,VL,VL,VL,VL,L,L,M,VH,H,VH,VH,VH,H,VH,H,VH,class_2
M,L,L,M,L,M,VL,L,L,VL,M,M,H,VH,VH,VH,H,M,H,VL,VL,class_2
VL,H,H,H,L,H,H,H,H,VH,L,L,H,H,VL,L,VL,VL,M,L,M,class_1
VH,M,H,VH,VH,VH,VH,M,VH,H,L,L,VL,VL,VL,VL,VL,VL,M,M,VH,class_0
H,L,L,VL,L,VL,M,VH,L,H,VH,H,VH,L,M,VL,M,H,L,VL,VH,class_2
VL,H,VL,M,H,L,L,VL,L,L,VL,H,H,M,H,VH,M,M,M,VL,L,class_0
M,M,VL,L,M,VL,VL,VL,VL,VL,L,H,H,VH,VH,VH,VH,VH,VH,H,H,class_2
H,VL,M,M,VL,VL,H,M,H,VH,VH,VH,H,L,M,M,H,VL,H,VL,L,class_1
VL,H,M,M,H,H,VH,L,H,H,M,M,M,VL,VL,L,L,L,L,VL,M,class_1
VH,M,H,VH,M,L,H,H,M,H,M,M,M,L,VL,VL,L,M,M,L,H,class_1
L,VL,M,VH,VH,H,VH,H,H,M,VL,VL,L,VL,M,M,H,H,L,VL,H,class_0
H,M,M,VL,VL,VL,VL,VL,VL,VL,M,M,VH,VH,H,H,H,M,M,H,H,class_2
VL,VL,VH,VH,VH,H,H,VH,VH,L,M,VL,VL,L,VL,L,L,VL,L,VL,M,class_1
VH,VL,L,H,L,VL,VL,VL,VL,VL,L,L,VH,H,VH,VH,VH,H,H,M,VH,class_2
H,L,VH,VH,VH,VH,VH,M,L,L,VL,L,L,L,VL,VL,H,M,VL,VL,VL,class_0
VL,L,VL,VL,L,L,VL,VL,L,VL,H,L,H,VH,VH,VH,VH,VH,VH,VH,VL,class_0
H,H,L,L,M,L,VL,M,L,H,VH,H,VH,VH,VH,VH,VH,M,M,VH,VL,class_2
L,VL,VL,L,VL,VL,VL,L,L,VL,H,VH,H,VH,M,H,H,H,VH,M,H,class_2
L,M,VH,VH,H,VH,VH,M,VH,L,VL,VL,VL,VL,VL,VL,VL,L,M,M,L,class_0
VL,VL,M,VH,H,VH,M,VH,H,VH,M,L,VL,L,VL,VL,L,VL,H,L,H,class_1
M,VL,VH,H,VH,VH,VH,H,VH,VH,L,L,L,L,L,M,M,VL,VL,VL,VL,class_0
H,M,H,M,L,VL,VL,L,H,H,VH,H,H,H,H,H,VL,VH,VL,M,H,class_2
L,H,M,VL,L,L,VL,VL,M,VH,M,M,H,M,M,VH,H,M,VH,VL,H,class_2
H,VL,VH,L,L,L,VL,L,VL,VL,M,VH,M,M,H,VH,VH,H,VH,H,M,class_2
VH,L,L,VL,VL,VL,VL,VL,VL,M,M,VH,VH,M,VH,VH,VH,VH,VH,L,H,class_2
VL,L,M,L,M,M,M,M,H,M,M,M,VH,VH,H,M,M,M,M,L,VL,class_2
H,VL,M,M,H,L,M,M,VH,H,H,H,L,M,VL,M,L,L,VL,L,L,class_1
L,VH,M,H,VH,VH,VH,VH,VH,H,VL,VL,VL,VL,VL,L,VL,L,L,M,VH,class_1
VL,H,VH,H,VH,VH,H,VH,H,L,M,L,VL,VL,VL,L,L,H,VL,VL,VH,class_1
L,VH,VH,VH,H,H,H,VH,VH,H,L,L,L,M,M,L,VL,L,VL,M,H,class_1
M,H,VH,VH,VH,VH,H,VH,H,L,VL,VL,L,VL,L,L,M,L,L,L,L,class_0
M,VH,VL,L,VL,L,VL,L,VL,VL,VL,M,VH,VH,H,VH,H,H,VH,VH,VH,class_0
H,H,VL,L,L,VL,M,L,L,VL,VL,L,VH,VH,H,H,VH,VH,VH,M,H,class_0
H,VH,VH,VH,VH,VH,VH,VH,VH,L,M,VL,VL,L,VL,L,L,VL,M,VL,VH,class_1
M,L,M,H,H,H,VH,VH,M,M,M,VL,VL,VL,L,M,M,VL,H,H,L,class_1
L,H,M,H,VH,VH,H,VH,H,VL,M,VL,VL,VL,VL,VL,L,L,H,L,H,class_0
M,VH,VL,VH,VH,VH,M,VH,M,M,L,L,VL,L,H,M,H,M,L,H,M,class_0
H,H,M,L,VL,H,L,L,VH,H,VH,VH,VH,L,M,M,H,L,L,VH,H,class_1
L,VL,VL,L,L,VL,VL,L,M,VH,M,H,VH,M,L,M,M,VL,L,VH,M,class_2
M,VH,M,H,H,VH,H,M,H,M,H,M,VL,VL,L,L,L,VL,VL,H,VH,class_1
L,VL,L,M,VL,L,VL,L,L,M,VH,H,M,H,H,H,L,H,M,H,M,class_2
VL,M,M,VL,M,L,H,VH,H,VH,VH,M,H,L,L,L,VL,L,L,M,VH,class_1
M,L,VL,H,M,M,VL,L,L,M,L,VH,VH,M,H,VH,H,VH,M,H,L,class_2
VH,VH,VH,VH,L,M,M,L,VL,VL,M,VL,L,M,H,VH,VH,VH,L,L,H,class_0
H,M,H,M,H,VH,H,H,VH,M,VL,VL,VL,L,M,H,H,H,L,VH,L,class_0
L,M,VH,H,H,H,H,VH,VH,H,VL,VL,VL,VL,L,L,VL,L,VL,L,VL,class_1
VH,L,VL,M,M,H,H,VH,H,H,H,VH,VL,L,VL,VL,M,M,VL,H,M,class_1
VH,M,M,VL,VL,VL,VL,M,L,M,H,VH,VH,H,VH,VH,H,H,VH,M,L,class_2
VH,VH,M,VL,L,H,M,M,VH,VH,VH,H,VH,H,M,L,M,L,M,VL,H,class_1
L,M,L,L,H,L,VL,VL,VL,L,L,H,M,H,VH,H,H,VH,M,H,M,class_2
VH,M,L,H,H,M,L,L,M,L,VL,M,VL,M,H,H,L,H,VL,L,M,class_0
M,L,L,VL,M,L,L,VL,VL,VL,VL,M,H,VH,M,VH,H,M,H,H,VH,class_0
H,H,VH,M,VH,M,H,H,L,H,H,H,L,VL,L,VL,M,L,M,VL,H,class_1
VH,M,M,VH,VH,VH,VH,VH,VH,H,M,VL,VL,M,VL,L,M,L,M,VH,VH,class_1
L,VL,H,VH,VH,VH,H,H,M,M,VL,L,VL,H,VL,VL,L,M,L,VL,L,class_0
VL,M,VH,M,VL,L,M,L,VL,H,VH,VH,H,H,M,H,L,M,VL,H,H,class_2
VL,VL,VL,M,VL,L,M,H,H,H,VH,VH,VH,L,L,L,L,M,VH,L,L,class_1
VL,M,H,L,M,M,L,L,VL,L,L,H,H,H,VH,H,VH,H,VH,VH,L,class_2
VH,VH,VL,VL,L,H,VL,M,VL,VL,H,H,VH,VH,VH,VH,VH,H,H,VH,M,class_2
H,VH,VH,VH,VH,VH,VH,VH,H,H,H,VL,VL,VL,VL,L,L,L,L,VH,L,class_0
VH,VH,M,M,M,VL,M,VH,VH,L,VH,VH,H,M,L,VL,M,M,M,VL,H,class_1
M,VL,H,M,L,VL,M,VL,L,M,M,M,H,H,VH,H,H,VL,M,H,H,class_2
H,VL,M,H,VL,M,VL,H,M,L,M,M,H,VH,H,H,H,M,H,VH,H,class_2
VH,VH,VH,VH,VH,VH,H,H,H,L,L,VL,VL,VL,VL,L,L,L,VL,L,L,class_0
VL,H,VH,L,L,L,M,M,VL,L,L,L,L,M,H,H,H,H,VH,VH,VH,class_0
M,H,M,L,VL,L,VL,VL,VL,L,L,M,H,VH,VH,VH,H,VH,H,H,M,class_2
VH,VH,M,H,H,H,H,H,VH,VH,VH,M,L,L,M,M,VL,VL,VL,VL,H,class_1
VL,H,M,L,VL,VL,L,L,M,L,H,H,M,L,VH,M,H,VH,M,VH,H,class_2
M,VH,L,L,VL,M,VL,L,VL,L,M,VH,VH,VH,M,VH,VH,H,VH,M,M,class_2
M,M,VH,H,VH,VH,VH,VH,H,H,L,VL,VL,VL,VL,VL,VL,VL,VL,H,L,class_0
VH,VH,H,VH,H,H,H,M,H,H,VL,L,VL,L,M,M,M,M,VH,M,H,class_0
H,L,VL,VL,M,VL,L,VL,M,H,H,M,VH,M,H,VH,M,VL,VL,VH,VL,class_2
L,VH,L,H,VH,VH,VH,VH,H,H,M,VL,L,M,L,L,M,M,L,VL,H,class_1
L,H,M,VH,L,VH,VH,VH,M,H,H,H,H,VL,VL,VL,M,M,H,VL,L,class_1
M,VL,L,VL,L,VL,VL,L,L,M,H,VH,H,L,M,L,L,H,VH,VL,L,class_2
VL,M,M,L,M,M,H,H,VH,VH,VH,H,H,L,L,VL,H,VL,L,L,M,class_1
VH,M,H,VL,M,M,H,L,H,H,H,H,H,M,L,H,VL,M,VL,VL,L,class_1
L,H,L,L,M,VL,M,VL,L,L,M,H,H,VH,H,H,VH,L,H,H,M,class_2
L,VH,H,VH,VH,VH,H,VH,VH,H,L,VL,L,VL,VL,VL,VL,VL,M,H,VL,class_0
H,L,VH,M,L,VH,VH,VH,H,M,L,VL,M,L,M,H,M,H,M,H,VH,class_0
M,VH,M,VH,H,VH,VH,VH,H,H,M,M,L,VL,VL,L,M,VL,VH,L,L,class_1
M,VL,L,M,H,VL,L,VL,VL,VL,VL,H,H,VH,VH,VH,VH,VH,H,VL,M,class_2
L,VL,L,M,H,M,M,M,VL,L,VL,VL,H,H,L,H,H,VH,M,M,L,class_0
L,H,H,M,H,VH,M,M,L,M,VL,M,VL,M,L,H,L,M,VL,VL,VH,class_0
VL,H,H,H,VH,H,VH,VH,M,M,VL,VL,VL,M,L,M,M,M,VH,M,VL,class_0
VL,VL,VL,H,VL,M,L,VL,VH,VH,VH,VH,VH,VH,M,H,M,L,M,L,VL,class_2
L,L,VH,M,VL,M,H,VH,VH,VH,H,M,H,M,M,L,M,VL,M,VL,VH,class_1
H,L,VH,VH,VH,VH,VH,VH,VH,L,M,VL,L,VL,VL,VL,L,VL,VL,VL,L,class_1
H,VL,VL,VL,M,L,VL,VL,L,M,L,H,M,VH,VH,H,VH,VL,VH,H,VL,class_2
VL,VL,VL,VL,L,VL,M,VL,VL,VL,L,VL,VH,H,VH,VH,VH,VH,VH,VH,M,class_0
H,VL,H,L,VL,VL,L,VL,VL,VL,M,H,L,VH,VH,VH,VH,H,VH,M,VL,class_2
M,VL,H,VH,M,M,VH,M,M,VL,L,M,VL,VL,L,L,H,H,H,M,H,class_0
M,H,L,M,VL,L,VL,VL,VL,VL,VL,VH,M,M,VH,VH,VH,VH,M,L,VL,class_2
L,VH,VL,VL,VL,L,M,L,M,VL,VH,H,VH,H,VH,VH,H,L,L,VL,M,class_2
H,VH,L,H,H,H,M,H,L,H,L,VL,L,VL,L,L,M,M,VH,VL,VH,class_0
VH,VL,L,L,VL,VL,L,L,VL,H,M,M,H,H,VH,H,H,H,M,L,VL,class_2
VL,M,H,L,H,M,M,VL,M,M,L,VL,VH,M,VH,H,VH,VH,M,VL,M,class_0
